Topic ID,SubDomain ID,Sub Domain,Domain,Domain ID,Courses,Topic,Courses
SP-07-05,SP-07,Sustainability ,Social Issues and Professional Practice,SP,,Systemic effects of complex computer-mediated phenomena (e.g. telecommuting or web shopping),
SP-07-06,SP-07,Sustainability ,Social Issues and Professional Practice,SP,,"Pervasive computing; information processingintegrated into everyday objects and activities, such as smart ",
SP-07-07,SP-07,Sustainability ,Social Issues and Professional Practice,SP,,"Research on applications of computing to environmental issues, such as energy, pollution, resource usage, ",
SP-07-08,SP-07,Sustainability ,Social Issues and Professional Practice,SP,,"The interdependence ofthe sustainability of software systems with social systems, including the knowledge ",
SP-08-01,SP-08,History,Social Issues and Professional Practice,SP,,Prehistory—the world before 1946,
SP-08-02,SP-08,History,Social Issues and Professional Practice,SP,,"History of computer hardware, software, networking (cross-reference AR/Digital logic and digital systems/ ",
SP-08-03,SP-08,History,Social Issues and Professional Practice,SP,,Pioneers of computing,
SP-08-04,SP-08,History,Social Issues and Professional Practice,SP,INFO 2602,History oftheInternet,INFO 2602
SP-09-01,SP-09,Economies of Computing,Social Issues and Professional Practice,SP,,Monopolies and their economic implications,
SP-09-02,SP-09,Economies of Computing,Social Issues and Professional Practice,SP,,Effect of skilled labor supply and demand on the quality of computing products,
SP-09-03,SP-09,Economies of Computing,Social Issues and Professional Practice,SP,,Pricing strategies in the computing domain,
SP-09-04,SP-09,Economies of Computing,Social Issues and Professional Practice,SP,,The phenomenon of outsourcing and off-shoring software development; impacts on employment and on ,
SP-09-05,SP-09,Economies of Computing,Social Issues and Professional Practice,SP,,Consequences of globalization for the computer science profession,
SP-09-06,SP-09,Economies of Computing,Social Issues and Professional Practice,SP,,Differences in access to computing resources and the possible effects thereof,
SP-09-07,SP-09,Economies of Computing,Social Issues and Professional Practice,SP,,"Cost/benefit analysis of jobs with considerations tomanufacturing, hardware, software, and engineering ",
SP-09-08,SP-09,Economies of Computing,Social Issues and Professional Practice,SP,,Cost estimates versus actual costs in relation to total costs,
SP-09-09,SP-09,Economies of Computing,Social Issues and Professional Practice,SP,,Entrepreneurship: prospects and pitfalls,
SP-09-10,SP-09,Economies of Computing,Social Issues and Professional Practice,SP,,Network effect or demand-side economies of scale,
SP-09-11,SP-09,Economies of Computing,Social Issues and Professional Practice,SP,,Use of engineering economics in dealing with finances,
SP-10-01,SP-10,"Security Policies, Laws and Computer Crimes",Social Issues and Professional Practice,SP,,Examples of computer crimes and legal redress for computer criminals (cross-reference IAS/Digital ,
SP-10-02,SP-10,"Security Policies, Laws and Computer Crimes",Social Issues and Professional Practice,SP,,"Social engineering, identity theft and recovery (cross-reference HCI/Human Factors and Security/trust, ",
SP-10-03,SP-10,"Security Policies, Laws and Computer Crimes",Social Issues and Professional Practice,SP,,Issues surrounding the misuse of access and breaches in security,
SP-10-04,SP-10,"Security Policies, Laws and Computer Crimes",Social Issues and Professional Practice,SP,,"Motivations and ramifications of cyber terrorism and criminal hacking, “cracking”",
SP-10-05,SP-10,"Security Policies, Laws and Computer Crimes",Social Issues and Professional Practice,SP,,"Effects of malware, such as viruses, worms and Trojan horses",
SP-10-06,SP-10,"Security Policies, Laws and Computer Crimes",Social Issues and Professional Practice,SP,,Crime prevention strategies,
SP-10-07,SP-10,"Security Policies, Laws and Computer Crimes",Social Issues and Professional Practice,SP,,Security policies (cross-reference IAS/SecurityPolicy and Governance/policies),
SDF-01-01,SDF-01,Algorithms and Design,Software Development Fundamentals,SDF,,The concept and properties of algorithms,
SDF-01-02,SDF-01,Algorithms and Design,Software Development Fundamentals,SDF,,The role of algorithms in the problem-solving process,
SDF-01-03,SDF-01,Algorithms and Design,Software Development Fundamentals,SDF,,Problem-solving strategies ,
SDF-01-04,SDF-01,Algorithms and Design,Software Development Fundamentals,SDF,"COMP 2603,COMP 3607,INFO 1601",Fundamental design concepts and principles,"COMP 2603,COMP 3607,INFO 1601"
SDF-02-01,SDF-02,Fundamental Programming Concepts ,Software Development Fundamentals,SDF,"COMP 2603,INFO 1601",Basic syntax and semantics of a higher-level language,"COMP 2603,INFO 1601"
SDF-02-02,SDF-02,Fundamental Programming Concepts ,Software Development Fundamentals,SDF,"COMP 2603,INFO 1601","Variables and primitive data types (e.g., numbers, characters, Booleans)","COMP 2603,INFO 1601"
SDF-02-03,SDF-02,Fundamental Programming Concepts ,Software Development Fundamentals,SDF,"COMP 2603,INFO 1601",Expressions and assignments,"COMP 2603,INFO 1601"
SDF-02-04,SDF-02,Fundamental Programming Concepts ,Software Development Fundamentals,SDF,COMP 2603,Simple I/O including file I/O,COMP 2603
SDF-02-05,SDF-02,Fundamental Programming Concepts ,Software Development Fundamentals,SDF,"COMP 2603,INFO 1601",Conditional and iterative control structures,"COMP 2603,INFO 1601"
SDF-02-06,SDF-02,Fundamental Programming Concepts ,Software Development Fundamentals,SDF,"COMP 2603,INFO 1601",Functions and parameter passing,"COMP 2603,INFO 1601"
SDF-02-07,SDF-02,Fundamental Programming Concepts ,Software Development Fundamentals,SDF,,The concept of recursion,
SDF-03-01,SDF-03,Fundamental Data Structures ,Software Development Fundamentals,SDF,"COMP 1603,COMP 2603,INFO 1601",Arrays,"COMP 1603,COMP 2603,INFO 1601"
SDF-03-02,SDF-03,Fundamental Data Structures ,Software Development Fundamentals,SDF,"COMP 1603,INFO 1601",Records/structs (heterogeneous aggregates),"COMP 1603,INFO 1601"
SDF-03-03,SDF-03,Fundamental Data Structures ,Software Development Fundamentals,SDF,"COMP 1603,COMP 2603",Strings and string processing,"COMP 1603,COMP 2603"
SDF-03-04,SDF-03,Fundamental Data Structures ,Software Development Fundamentals,SDF,"COMP 1603,COMP 2603",Abstract data types and their implementation,"COMP 1603,COMP 2603"
SDF-03-05,SDF-03,Fundamental Data Structures ,Software Development Fundamentals,SDF,"COMP 1603,INFO 1601",References and aliasing,"COMP 1603,INFO 1601"
SDF-03-06,SDF-03,Fundamental Data Structures ,Software Development Fundamentals,SDF,COMP 1603,Linked lists,COMP 1603
SDF-03-07,SDF-03,Fundamental Data Structures ,Software Development Fundamentals,SDF,"COMP 1603,COMP 2603,INFO 1601",Strategies for choosing the appropriate data structure,"COMP 1603,COMP 2603,INFO 1601"
SDF-04-01,SDF-04,Development Methods ,Software Development Fundamentals,SDF,"COMP 1603,COMP 3607",Program comprehension,"COMP 1603,COMP 3607"
SDF-04-02,SDF-04,Development Methods ,Software Development Fundamentals,SDF,"COMP 1603,COMP 3607",Program correctness,"COMP 1603,COMP 3607"
SDF-04-03,SDF-04,Development Methods ,Software Development Fundamentals,SDF,"COMP 1603,COMP 3607",Simple refactoring,"COMP 1603,COMP 3607"
SDF-04-04,SDF-04,Development Methods ,Software Development Fundamentals,SDF,"COMP 1603,COMP 3607,INFO 1601",Modern programming environments,"COMP 1603,COMP 3607,INFO 1601"
SDF-04-05,SDF-04,Development Methods ,Software Development Fundamentals,SDF,"COMP 1603,COMP 3607",Debugging strategies,"COMP 1603,COMP 3607"
SDF-04-06,SDF-04,Development Methods ,Software Development Fundamentals,SDF,"COMP 1603,COMP 3607",Documentation and program style,"COMP 1603,COMP 3607"
SE-01-01,SE-01,Software Processes ,Software Engineering,SE,"COMP 2606,INFO 1601","Systems level considerations, i.e., the interaction of software with its intended environment (cross-","COMP 2606,INFO 1601"
SE-01-02,SE-01,Software Processes ,Software Engineering,SE,COMP 2606,"Introduction to software process models (e.g., waterfall, incremental, agile)",COMP 2606
SE-01-03,SE-01,Software Processes ,Software Engineering,SE,"COMP 2606,COMP 3613",Programming in the large vs. individual programming,"COMP 2606,COMP 3613"
SE-01-04,SE-01,Software Processes ,Software Engineering,SE,"COMP 2606,COMP 3613",Evaluation of software process models,"COMP 2606,COMP 3613"
SE-01-05,SE-01,Software Processes ,Software Engineering,SE,"COMP 2606,COMP 3613,INFO 2602",Software quality concepts,"COMP 2606,COMP 3613,INFO 2602"
SE-01-06,SE-01,Software Processes ,Software Engineering,SE,COMP 3613,Process improvement,COMP 3613
SE-01-07,SE-01,Software Processes ,Software Engineering,SE,COMP 3613,Software process capability maturity models,COMP 3613
SE-01-08,SE-01,Software Processes ,Software Engineering,SE,COMP 3613,Software process measurements,COMP 3613
SE-02-01,SE-02,Software ProjectManagement ,Software Engineering,SE,"COMP 2606,COMP 3613,INFO 2602",Team participation,"COMP 2606,COMP 3613,INFO 2602"
SE-02-02,SE-02,Software ProjectManagement ,Software Engineering,SE,INFO 2602,Effort Estimation (at the personal level),INFO 2602
SE-02-03,SE-02,Software ProjectManagement ,Software Engineering,SE,"COMP 2606,COMP 3613",Risk(cross reference IAS/Secure Software Engineering) ,"COMP 2606,COMP 3613"
SE-02-04,SE-02,Software ProjectManagement ,Software Engineering,SE,"COMP 2606,COMP 3613",Team management,"COMP 2606,COMP 3613"
SE-02-05,SE-02,Software ProjectManagement ,Software Engineering,SE,"COMP 2606,COMP 3613,INFO 2602",Project management,"COMP 2606,COMP 3613,INFO 2602"
SE-02-06,SE-02,Software ProjectManagement ,Software Engineering,SE,COMP 3613,Software measurement and estimation techniques ,COMP 3613
SE-02-07,SE-02,Software ProjectManagement ,Software Engineering,SE,,Software quality assurance and the role of measurements,
SE-02-08,SE-02,Software ProjectManagement ,Software Engineering,SE,"COMP 2606,COMP 3613",Risk,"COMP 2606,COMP 3613"
SE-02-09,SE-02,Software ProjectManagement ,Software Engineering,SE,,System-wide approach to risk including hazards associated with tools,
SE-03-01,SE-03,Tools andEnvironments ,Software Engineering,SE,"COMP 3613,INFO 2602",Software configuration management and version control,"COMP 3613,INFO 2602"
SE-03-02,SE-03,Tools andEnvironments ,Software Engineering,SE,COMP 3613,Release management,COMP 3613
SE-03-03,SE-03,Tools andEnvironments ,Software Engineering,SE,,Requirements analysis and design modeling tools,
SE-03-04,SE-03,Tools andEnvironments ,Software Engineering,SE,"COMP 3607,COMP 3613",Testing tools including static and dynamic analysis tools,"COMP 3607,COMP 3613"
SE-03-05,SE-03,Tools andEnvironments ,Software Engineering,SE,"COMP 3607,INFO 2602","Programming environments that automate parts of program construction processes (e.g., automated builds)","COMP 3607,INFO 2602"
SE-03-06,SE-03,Tools andEnvironments ,Software Engineering,SE,,Tool integration concepts and mechanisms,
SE-04-01,SE-04,RequirementsEngineering ,Software Engineering,SE,"COMP 3607,COMP 2606","Describing functional requirements using, for example, use cases or users stories","COMP 3607,COMP 2606"
SE-04-02,SE-04,RequirementsEngineering ,Software Engineering,SE,COMP 2606,"Properties of requirements including consistency, validity, completeness, and feasibility",COMP 2606
SE-04-03,SE-04,RequirementsEngineering ,Software Engineering,SE,COMP 2606,Software requirements elicitation,COMP 2606
SE-04-04,SE-04,RequirementsEngineering ,Software Engineering,SE,COMP 2606,"Describing system data using, for example, class diagrams or entity-relationship diagrams",COMP 2606
SE-04-05,SE-04,RequirementsEngineering ,Software Engineering,SE,COMP 2606,Non-functional requirements and their relationship to software quality (cross-reference IAS/Secure ,COMP 2606
SE-04-06,SE-04,RequirementsEngineering ,Software Engineering,SE,COMP 2606,Evaluation and use of requirements specifications,COMP 2606
SE-04-07,SE-04,RequirementsEngineering ,Software Engineering,SE,COMP 2606,Requirements analysis modeling techniques,COMP 2606
SE-04-08,SE-04,RequirementsEngineering ,Software Engineering,SE,,Acceptability of certainty / uncertainty considerations regarding software / system behavior,
SE-04-09,SE-04,RequirementsEngineering ,Software Engineering,SE,"COMP 2606,INFO 2602",Prototyping,"COMP 2606,INFO 2602"
SE-04-10,SE-04,RequirementsEngineering ,Software Engineering,SE,"COMP 2606,COMP 3613",Basic concepts of formal requirements specification,"COMP 2606,COMP 3613"
SE-04-11,SE-04,RequirementsEngineering ,Software Engineering,SE,"COMP 2606,COMP 3613",Requirements specification,"COMP 2606,COMP 3613"
SE-04-12,SE-04,RequirementsEngineering ,Software Engineering,SE,"COMP 2606,COMP 3613",Requirements validation,"COMP 2606,COMP 3613"
SE-04-13,SE-04,RequirementsEngineering ,Software Engineering,SE,COMP 3613,Requirements tracing,COMP 3613
SE-05-01,SE-05,Software Design ,Software Engineering,SE,"COMP 2603,COMP 3607,COMP 2606,INFO 2602","System design principles:  levels of abstraction (architectural design and detailed design), separation of ","COMP 2603,COMP 3607,COMP 2606,INFO 2602"
SE-05-02,SE-05,Software Design ,Software Engineering,SE,COMP 3607,"Design Paradigms such as structured design (top-down functional decomposition), object-oriented analysis ",COMP 3607
SE-05-03,SE-05,Software Design ,Software Engineering,SE,"COMP 3607,COMP 2606",Structural and behavioral models of software designs,"COMP 3607,COMP 2606"
SE-05-04,SE-05,Software Design ,Software Engineering,SE,COMP 3607,Design patterns,COMP 3607
SE-05-05,SE-05,Software Design ,Software Engineering,SE,,"Relationships between requirements and designs:  transformation of models, design of contracts, invariants",
SE-05-06,SE-05,Software Design ,Software Engineering,SE,"COMP 2606,INFO 2602","Software architecture concepts and standard architectures (e.g. client-server, n-layer, transform centered, ","COMP 2606,INFO 2602"
SE-05-07,SE-05,Software Design ,Software Engineering,SE,COMP 3607,Refactoring designs using design patterns,COMP 3607
SE-05-08,SE-05,Software Design ,Software Engineering,SE,"COMP 3613,INFO 1601","The use of components in design:  component selection, design, adaptation and assembly of components, ","COMP 3613,INFO 1601"
SE-05-09,SE-05,Software Design ,Software Engineering,SE,,"Internal design qualities, and models for them:  efficiency and performance, redundancy and fault ",
SE-05-10,SE-05,Software Design ,Software Engineering,SE,,"External design qualities, and models for them:  functionality, reliability, performance and efficiency, ",
SE-05-11,SE-05,Software Design ,Software Engineering,SE,,Measurement and analysis of design quality,
SE-05-12,SE-05,Software Design ,Software Engineering,SE,COMP 3613,Tradeoffs between different aspects of quality,COMP 3613
SE-05-13,SE-05,Software Design ,Software Engineering,SE,INFO 2602,Application frameworks,INFO 2602
SE-05-14,SE-05,Software Design ,Software Engineering,SE,COMP 3607,"Middleware:  the object-oriented paradigm within middleware, object request brokers and marshalling, ",COMP 3607
SE-05-15,SE-05,Software Design ,Software Engineering,SE,,Principles of secure design and coding (cross-reference IAS/Principles of Secure Design),
SE-06-01,SE-06,Software Construction ,Software Engineering,SE,COMP 3613,"Coding practices: techniques, idioms/patterns, mechanisms for building quality programs (cross-reference ",COMP 3613
SE-06-02,SE-06,Software Construction ,Software Engineering,SE,COMP 3607,Coding standards,COMP 3607
SE-06-03,SE-06,Software Construction ,Software Engineering,SE,,Integration strategies,
SE-06-04,SE-06,Software Construction ,Software Engineering,SE,COMP 3613,Development context: “green field” vs. existing code base,COMP 3613
SE-06-05,SE-06,Software Construction ,Software Engineering,SE,,Potential security problems in programs,
SE-07-01,SE-07,Software Verificationand Validation ,Software Engineering,SE,COMP 2606,Verification and validation concepts,COMP 2606
SE-07-02,SE-07,Software Verificationand Validation ,Software Engineering,SE,COMP 2606,"Inspections, reviews, audits",COMP 2606
SE-07-03,SE-07,Software Verificationand Validation ,Software Engineering,SE,COMP 2606,"Testing types, including human computer interface, usability,reliability, security, conformance to ",COMP 2606
SE-07-04,SE-07,Software Verificationand Validation ,Software Engineering,SE,,Testing fundamentals(cross-reference SDF/Development Methods) ,
SE-07-05,SE-07,Software Verificationand Validation ,Software Engineering,SE,,Defect tracking,
SE-07-06,SE-07,Software Verificationand Validation ,Software Engineering,SE,,"Limitations of testing in particular domains, such as parallel or safety-critical systems",
SE-07-07,SE-07,Software Verificationand Validation ,Software Engineering,SE,,Static approaches and dynamic approaches to verification,
SE-07-08,SE-07,Software Verificationand Validation ,Software Engineering,SE,"COMP 3607,COMP 2606,INFO 2602,INFO 1601",Test-driven development,"COMP 3607,COMP 2606,INFO 2602,INFO 1601"
SE-07-09,SE-07,Software Verificationand Validation ,Software Engineering,SE,,Validation planning; documentation for validation,
SE-07-10,SE-07,Software Verificationand Validation ,Software Engineering,SE,"COMP 3607,COMP 3613",Object-oriented testing; systems testing,"COMP 3607,COMP 3613"
SE-07-11,SE-07,Software Verificationand Validation ,Software Engineering,SE,,"Verification and validation of non-code artifacts (documentation, help files, training materials)",
SE-07-12,SE-07,Software Verificationand Validation ,Software Engineering,SE,,"Fault logging, fault tracking and technical support for such activities",
SE-07-13,SE-07,Software Verificationand Validation ,Software Engineering,SE,,Fault estimation and testing termination including defect seeding,
SE-08-01,SE-08,Software Evolution ,Software Engineering,SE,,"Software development in the context of large, pre-existing code bases",
SE-08-02,SE-08,Software Evolution ,Software Engineering,SE,,Software evolution,
SE-08-03,SE-08,Software Evolution ,Software Engineering,SE,"COMP 2606,COMP 3613",Characteristics of maintainable software,"COMP 2606,COMP 3613"
SE-08-04,SE-08,Software Evolution ,Software Engineering,SE,COMP 3613,Reengineering systems,COMP 3613
SE-08-05,SE-08,Software Evolution ,Software Engineering,SE,"COMP 2606,COMP 3613",Software reuse,"COMP 2606,COMP 3613"
SE-09-01,SE-09,Software Reliability ,Software Engineering,SE,COMP 3613,Software reliability engineering concepts,COMP 3613
SE-09-02,SE-09,Software Reliability ,Software Engineering,SE,COMP 3613,"Software reliability, system reliability and failure behavior (cross-reference SF/Reliability Through ",COMP 3613
SE-09-03,SE-09,Software Reliability ,Software Engineering,SE,,Fault lifecycle concepts and techniques,
SE-09-04,SE-09,Software Reliability ,Software Engineering,SE,COMP 3613,Software reliability models,COMP 3613
SE-09-05,SE-09,Software Reliability ,Software Engineering,SE,,Software fault tolerance techniques and models,
SE-09-06,SE-09,Software Reliability ,Software Engineering,SE,,Software reliability engineering practices,
SE-09-07,SE-09,Software Reliability ,Software Engineering,SE,,Measurement-based analysis of software reliability,
SE-10-01,SE-10,Formal Methods ,Software Engineering,SE,,Role of formal specification and analysis techniques in the software development cycle,
SE-10-02,SE-10,Formal Methods ,Software Engineering,SE,,Program assertion languages and analysis approaches (including languages for writing and analyzing pre- ,
SE-10-03,SE-10,Formal Methods ,Software Engineering,SE,,Formal approaches to software modeling and analysis,
SE-10-04,SE-10,Formal Methods ,Software Engineering,SE,,Tools in support of formal methods,
SF-01-01,SF-01,Computational Paradigms ,System Fundamentals,SF,,"Basic building blocks and components of a computer (gates, flip-flops, registers, interconnections; ",
SF-01-02,SF-01,Computational Paradigms ,System Fundamentals,SF,,"Hardware as a computational paradigm: Fundamental logic building blocks; Logic expressions, ",
SF-01-03,SF-01,Computational Paradigms ,System Fundamentals,SF,,Application-level sequential processing: single thread,
SF-01-04,SF-01,Computational Paradigms ,System Fundamentals,SF,INFO 1601,"Simple application-level parallel processing: request level (web services/client-server/distributed), single ",INFO 1601
SF-01-05,SF-01,Computational Paradigms ,System Fundamentals,SF,,"Basic concept of pipelining, overlapped processing stages",
SF-01-06,SF-01,Computational Paradigms ,System Fundamentals,SF,,Basic concept of scaling: going faster vs. handling larger problems,
SF-02-01,SF-02,Cross-Layer Communications ,System Fundamentals,SF,,"Programming abstractions, interfaces, use of libraries",
SF-02-02,SF-02,Cross-Layer Communications ,System Fundamentals,SF,,"Distinction between Application and OS services, Remote Procedure Call",
SF-02-03,SF-02,Cross-Layer Communications ,System Fundamentals,SF,,Application-Virtual Machine Interaction,
SF-02-04,SF-02,Cross-Layer Communications ,System Fundamentals,SF,,Reliability,
SF-03-01,SF-03,State and State Machines ,System Fundamentals,SF,,Digital vs. Analog/Discrete vs. Continuous Systems,
SF-03-02,SF-03,State and State Machines ,System Fundamentals,SF,,"Simple logic gates, logical expressions, Boolean logic simplification",
SF-03-03,SF-03,State and State Machines ,System Fundamentals,SF,,"Clocks, State, Sequencing",
SF-03-04,SF-03,State and State Machines ,System Fundamentals,SF,,"Combinational Logic, Sequential Logic, Registers, Memories",
SF-03-05,SF-03,State and State Machines ,System Fundamentals,SF,,Computers and Network Protocols as examples of state machines,
SF-04-01,SF-04,Parallelism ,System Fundamentals,SF,,Sequential vs. parallel processing,
SF-04-02,SF-04,Parallelism ,System Fundamentals,SF,,Parallel programming vs. concurrent programming,
SF-04-03,SF-04,Parallelism ,System Fundamentals,SF,,Request parallelism vs. Task parallelism,
SF-04-04,SF-04,Parallelism ,System Fundamentals,SF,,"Client-Server/Web Services, Thread (Fork-Join), Pipelining",
SF-04-05,SF-04,Parallelism ,System Fundamentals,SF,,Multicore architectures and hardware support for synchronization,
SF-05-01,SF-05,Evaluation,System Fundamentals,SF,COMP 2601,Performance figures of merit,COMP 2601
SF-05-02,SF-05,Evaluation,System Fundamentals,SF,COMP 2601,"Workloadsand representative benchmarks, and methods of collecting and analyzing performance figures of ",COMP 2601
SF-05-03,SF-05,Evaluation,System Fundamentals,SF,COMP 2601,"CPI (Cycles per Instruction) equationas tool for understanding tradeoffs in the design of instruction sets, ",COMP 2601
SF-05-04,SF-05,Evaluation,System Fundamentals,SF,COMP 2601,Amdahl’s Law: the part of the computation that cannot be sped up limits the effect of the parts that can,COMP 2601
SF-06-01,SF-06,Resource Allocation and Scheduling ,System Fundamentals,SF,,"Kinds of resources (e.g., processor share, memory, disk, net bandwidth) ",
SF-06-02,SF-06,Resource Allocation and Scheduling ,System Fundamentals,SF,COMP 2604,"Kinds of scheduling (e.g., first-come, priority) ",COMP 2604
SF-06-03,SF-06,Resource Allocation and Scheduling ,System Fundamentals,SF,COMP 2604,"Advantages of fair scheduling, preemptive scheduling",COMP 2604
SF-07-01,SF-07,Proximity ,System Fundamentals,SF,,Speed of light and computers (one foot per nanosecond vs. one GHz clocks),
SF-07-02,SF-07,Proximity ,System Fundamentals,SF,,Latencies in computer systems: memory vs. disk latencies vs. across the network memory,
SF-07-03,SF-07,Proximity ,System Fundamentals,SF,,Cachesand the effects of spatial and temporal localityon performancein processors and systems,
SF-07-04,SF-07,Proximity ,System Fundamentals,SF,,"Caches and cache coherency in databases, operating systems, distributed systems, and computer ",
SF-07-05,SF-07,Proximity ,System Fundamentals,SF,,Introduction into the processor memory hierarchyand the formula for average memory access time,
SF-08-01,SF-08,Virtualization and Isolation ,System Fundamentals,SF,,Rationale for protection and predictable performance,
SF-08-02,SF-08,Virtualization and Isolation ,System Fundamentals,SF,,"Levels of indirection, illustrated by virtual memory for managing physical memory resources",
SF-08-03,SF-08,Virtualization and Isolation ,System Fundamentals,SF,,Methods for implementing virtual memory and virtual machines,
SF-09-01,SF-09,Reliability through Redundancy ,System Fundamentals,SF,,Distinction between bugs and faults,
SF-09-02,SF-09,Reliability through Redundancy ,System Fundamentals,SF,,Redundancy through check and retry,
SF-09-03,SF-09,Reliability through Redundancy ,System Fundamentals,SF,,"Redundancy through redundant encoding (error correcting codes, CRC, FEC)",
SF-09-04,SF-09,Reliability through Redundancy ,System Fundamentals,SF,,Duplication/mirroring/replicas,
SF-09-05,SF-09,Reliability through Redundancy ,System Fundamentals,SF,,Other approaches to fault tolerance and availability,
SF-10-01,SF-10,Quantitative Evaluation,System Fundamentals,SF,,Analytical tools to guidequantitative evaluation,
SF-10-02,SF-10,Quantitative Evaluation,System Fundamentals,SF,,Order of magnitude analysis (Big-Oh notation),
SF-10-03,SF-10,Quantitative Evaluation,System Fundamentals,SF,,Analysis of slow and fast paths of a system,
SF-10-04,SF-10,Quantitative Evaluation,System Fundamentals,SF,,"Events on their effect on performance (e.g., instruction stalls, cache misses, page faults)",
SF-10-05,SF-10,Quantitative Evaluation,System Fundamentals,SF,,"Understanding layered systems, workloads, and platforms, their implications for performance, and the ",
SF-10-06,SF-10,Quantitative Evaluation,System Fundamentals,SF,,Microbenchmarking pitfalls,
