topicId,topic,domainId,subdomain,subdomainId,domain,tier,courses
SE-02-04,Team management,SE,Software ProjectManagement ,SE-02,Software Engineering,Elective,"COMP 3613,COMP 2606,INFO 3604"
SE-02-05,Project management,SE,Software ProjectManagement ,SE-02,Software Engineering,Elective,"COMP 2606,COMP 3613,INFO 3604"
SE-02-06,Software measurement and estimation techniques ,SE,Software ProjectManagement ,SE-02,Software Engineering,Elective,COMP 3613
SE-02-07,Software quality assurance and the role of measurements,SE,Software ProjectManagement ,SE-02,Software Engineering,Elective,COMP 3613
SE-02-08,Risk,SE,Software ProjectManagement ,SE-02,Software Engineering,Elective,COMP 2606
SE-02-09,System-wide approach to risk including hazards associated with tools,SE,Software ProjectManagement ,SE-02,Software Engineering,Elective,
SE-03-01,Software configuration management and version control,SE,Tools andEnvironments ,SE-03,Software Engineering,Tier 2,COMP 3613
SE-03-02,Release management,SE,Tools andEnvironments ,SE-03,Software Engineering,Tier 2,COMP 3613
SE-03-03,Requirements analysis and design modeling tools,SE,Tools andEnvironments ,SE-03,Software Engineering,Tier 2,COMP 2606
SE-03-04,Testing tools including static and dynamic analysis tools,SE,Tools andEnvironments ,SE-03,Software Engineering,Tier 2,
SE-03-05,"Programming environments that automate parts of program construction processes (e.g., automated builds)",SE,Tools andEnvironments ,SE-03,Software Engineering,Tier 2,COMP 3607
SE-03-06,Tool integration concepts and mechanisms,SE,Tools andEnvironments ,SE-03,Software Engineering,Tier 2,
SE-04-01,"Describing functional requirements using, for example, use cases or users stories",SE,RequirementsEngineering ,SE-04,Software Engineering,Tier 1,"COMP 3607,COMP 2606,COMP 3613,INFO 3604"
SE-04-02,"Properties of requirements including consistency, validity, completeness, and feasibility",SE,RequirementsEngineering ,SE-04,Software Engineering,Tier 1,"COMP 2606,COMP 3613"
SE-04-03,Software requirements elicitation,SE,RequirementsEngineering ,SE-04,Software Engineering,Tier 2,"COMP 2606,COMP 3613,INFO 3604"
SE-04-04,"Describing system data using, for example, class diagrams or entity-relationship diagrams",SE,RequirementsEngineering ,SE-04,Software Engineering,Tier 2,"COMP 2606,COMP 3613,INFO 3604"
SE-04-05,Non-functional requirements and their relationship to software quality (cross-reference IAS/Secure ,SE,RequirementsEngineering ,SE-04,Software Engineering,Tier 2,"COMP 2606,COMP 3613"
SE-04-06,Evaluation and use of requirements specifications,SE,RequirementsEngineering ,SE-04,Software Engineering,Tier 2,"COMP 2606,COMP 3613"
SE-04-07,Requirements analysis modeling techniques,SE,RequirementsEngineering ,SE-04,Software Engineering,Elective,"COMP 2606,INFO 3604"
SE-04-08,Acceptability of certainty / uncertainty considerations regarding software / system behavior,SE,RequirementsEngineering ,SE-04,Software Engineering,Elective,
SE-04-09,Prototyping,SE,RequirementsEngineering ,SE-04,Software Engineering,Elective,"COMP 2606,INFO 3604"
SE-04-10,Basic concepts of formal requirements specification,SE,RequirementsEngineering ,SE-04,Software Engineering,Elective,"COMP 2606,COMP 3613"
SE-04-11,Requirements specification,SE,RequirementsEngineering ,SE-04,Software Engineering,Elective,"COMP 2606,COMP 3613,INFO 3604"
SE-04-12,Requirements validation,SE,RequirementsEngineering ,SE-04,Software Engineering,Elective,"COMP 2606,COMP 3613"
SE-04-13,Requirements tracing,SE,RequirementsEngineering ,SE-04,Software Engineering,Elective,
SE-05-01,"System design principles:  levels of abstraction (architectural design and detailed design), separation of ",SE,Software Design ,SE-05,Software Engineering,Tier 1,"COMP 2603,COMP 3607,COMP 2606"
SE-05-02,"Design Paradigms such as structured design (top-down functional decomposition), object-oriented analysis ",SE,Software Design ,SE-05,Software Engineering,Tier 1,"COMP 3607,COMP 2606"
SE-05-03,Structural and behavioral models of software designs,SE,Software Design ,SE-05,Software Engineering,Tier 1,"COMP 3607,COMP 2606,COMP 3613,INFO 3604"
SE-05-04,Design patterns,SE,Software Design ,SE-05,Software Engineering,Tier 1,COMP 3607
SE-05-05,"Relationships between requirements and designs:  transformation of models, design of contracts, invariants",SE,Software Design ,SE-05,Software Engineering,Tier 2,"COMP 3613,INFO 3604"
SE-05-06,"Software architecture concepts and standard architectures (e.g. client-server, n-layer, transform centered, ",SE,Software Design ,SE-05,Software Engineering,Tier 2,"COMP 2606,INFO 2602"
SE-05-07,Refactoring designs using design patterns,SE,Software Design ,SE-05,Software Engineering,Tier 2,COMP 3607
SE-05-08,"The use of components in design:  component selection, design, adaptation and assembly of components, ",SE,Software Design ,SE-05,Software Engineering,Tier 2,COMP 3613
SE-05-09,"Internal design qualities, and models for them:  efficiency and performance, redundancy and fault ",SE,Software Design ,SE-05,Software Engineering,Elective,COMP 3613
SE-05-10,"External design qualities, and models for them:  functionality, reliability, performance and efficiency, ",SE,Software Design ,SE-05,Software Engineering,Elective,COMP 3613
SE-05-11,Measurement and analysis of design quality,SE,Software Design ,SE-05,Software Engineering,Elective,COMP 3613
SE-05-12,Tradeoffs between different aspects of quality,SE,Software Design ,SE-05,Software Engineering,Elective,COMP 3613
SE-05-13,Application frameworks,SE,Software Design ,SE-05,Software Engineering,Elective,
SE-05-14,"Middleware:  the object-oriented paradigm within middleware, object request brokers and marshalling, ",SE,Software Design ,SE-05,Software Engineering,Elective,COMP 3607
SE-05-15,Principles of secure design and coding (cross-reference IAS/Principles of Secure Design),SE,Software Design ,SE-05,Software Engineering,Elective,
SE-06-01,"Coding practices: techniques, idioms/patterns, mechanisms for building quality programs (cross-reference ",SE,Software Construction ,SE-06,Software Engineering,Tier 2,
SE-06-02,Coding standards,SE,Software Construction ,SE-06,Software Engineering,Tier 2,COMP 3607
SE-06-03,Integration strategies,SE,Software Construction ,SE-06,Software Engineering,Tier 2,COMP 3613
SE-06-04,Development context: “green field” vs. existing code base,SE,Software Construction ,SE-06,Software Engineering,Tier 2,
SE-06-05,Potential security problems in programs,SE,Software Construction ,SE-06,Software Engineering,Elective,
SE-07-01,Verification and validation concepts,SE,Software Verificationand Validation ,SE-07,Software Engineering,Tier 2,"COMP 2606,INFO 2602"
SE-07-02,"Inspections, reviews, audits",SE,Software Verificationand Validation ,SE-07,Software Engineering,Tier 2,COMP 2606
SE-07-03,"Testing types, including human computer interface, usability,reliability, security, conformance to ",SE,Software Verificationand Validation ,SE-07,Software Engineering,Tier 2,COMP 3613
SE-07-04,Testing fundamentals(cross-reference SDF/Development Methods) ,SE,Software Verificationand Validation ,SE-07,Software Engineering,Tier 2,COMP 3613
SE-07-05,Defect tracking,SE,Software Verificationand Validation ,SE-07,Software Engineering,Tier 2,
SE-07-06,"Limitations of testing in particular domains, such as parallel or safety-critical systems",SE,Software Verificationand Validation ,SE-07,Software Engineering,Tier 2,
SE-07-07,Static approaches and dynamic approaches to verification,SE,Software Verificationand Validation ,SE-07,Software Engineering,Elective,
SE-07-08,Test-driven development,SE,Software Verificationand Validation ,SE-07,Software Engineering,Elective,"COMP 3607,COMP 3613,COMP 2606"
SE-07-09,Validation planning; documentation for validation,SE,Software Verificationand Validation ,SE-07,Software Engineering,Elective,COMP 2606
SE-07-10,Object-oriented testing; systems testing,SE,Software Verificationand Validation ,SE-07,Software Engineering,Elective,COMP 3607
SE-07-11,"Verification and validation of non-code artifacts (documentation, help files, training materials)",SE,Software Verificationand Validation ,SE-07,Software Engineering,Elective,
SE-07-12,"Fault logging, fault tracking and technical support for such activities",SE,Software Verificationand Validation ,SE-07,Software Engineering,Elective,
SE-07-13,Fault estimation and testing termination including defect seeding,SE,Software Verificationand Validation ,SE-07,Software Engineering,Elective,
SE-08-01,"Software development in the context of large, pre-existing code bases",SE,Software Evolution ,SE-08,Software Engineering,Tier 2,
SE-08-02,Software evolution,SE,Software Evolution ,SE-08,Software Engineering,Tier 2,COMP 3613
SE-08-03,Characteristics of maintainable software,SE,Software Evolution ,SE-08,Software Engineering,Tier 2,COMP 3613
SE-08-04,Reengineering systems,SE,Software Evolution ,SE-08,Software Engineering,Tier 2,
SE-08-05,Software reuse,SE,Software Evolution ,SE-08,Software Engineering,Tier 2,"COMP 3613,COMP 2606"
SE-09-01,Software reliability engineering concepts,SE,Software Reliability ,SE-09,Software Engineering,Tier 2,
SE-09-02,"Software reliability, system reliability and failure behavior (cross-reference SF/Reliability Through ",SE,Software Reliability ,SE-09,Software Engineering,Tier 2,
SE-09-03,Fault lifecycle concepts and techniques,SE,Software Reliability ,SE-09,Software Engineering,Tier 2,
SE-09-04,Software reliability models,SE,Software Reliability ,SE-09,Software Engineering,Elective,
SE-09-05,Software fault tolerance techniques and models,SE,Software Reliability ,SE-09,Software Engineering,Elective,
SE-09-06,Software reliability engineering practices,SE,Software Reliability ,SE-09,Software Engineering,Elective,
SE-09-07,Measurement-based analysis of software reliability,SE,Software Reliability ,SE-09,Software Engineering,Elective,
SE-10-01,Role of formal specification and analysis techniques in the software development cycle,SE,Formal Methods ,SE-10,Software Engineering,Elective,
SE-10-02,Program assertion languages and analysis approaches (including languages for writing and analyzing pre- ,SE,Formal Methods ,SE-10,Software Engineering,Elective,
SE-10-03,Formal approaches to software modeling and analysis,SE,Formal Methods ,SE-10,Software Engineering,Elective,
SE-10-04,Tools in support of formal methods,SE,Formal Methods ,SE-10,Software Engineering,Elective,
SF-01-01,"Basic building blocks and components of a computer (gates, flip-flops, registers, interconnections; ",SF,Computational Paradigms ,SF-01,System Fundamentals,Tier 1,"COMP 1600,COMP 2601"
SF-01-02,"Hardware as a computational paradigm: Fundamental logic building blocks; Logic expressions, ",SF,Computational Paradigms ,SF-01,System Fundamentals,Tier 1,
SF-01-03,Application-level sequential processing: single thread,SF,Computational Paradigms ,SF-01,System Fundamentals,Tier 1,
SF-01-04,"Simple application-level parallel processing: request level (web services/client-server/distributed), single ",SF,Computational Paradigms ,SF-01,System Fundamentals,Tier 1,COMP 3606
SF-01-05,"Basic concept of pipelining, overlapped processing stages",SF,Computational Paradigms ,SF-01,System Fundamentals,Tier 1,
SF-01-06,Basic concept of scaling: going faster vs. handling larger problems,SF,Computational Paradigms ,SF-01,System Fundamentals,Tier 1,
SF-02-01,"Programming abstractions, interfaces, use of libraries",SF,Cross-Layer Communications ,SF-02,System Fundamentals,Tier 1,COMP 3606
SF-02-02,"Distinction between Application and OS services, Remote Procedure Call",SF,Cross-Layer Communications ,SF-02,System Fundamentals,Tier 1,COMP 3606
SF-02-03,Application-Virtual Machine Interaction,SF,Cross-Layer Communications ,SF-02,System Fundamentals,Tier 1,
SF-02-04,Reliability,SF,Cross-Layer Communications ,SF-02,System Fundamentals,Tier 1,
SF-03-01,Digital vs. Analog/Discrete vs. Continuous Systems,SF,State and State Machines ,SF-03,System Fundamentals,Tier 1,
SF-03-02,"Simple logic gates, logical expressions, Boolean logic simplification",SF,State and State Machines ,SF-03,System Fundamentals,Tier 1,"COMP 1600,COMP 2601"
SF-03-03,"Clocks, State, Sequencing",SF,State and State Machines ,SF-03,System Fundamentals,Tier 1,
SF-03-04,"Combinational Logic, Sequential Logic, Registers, Memories",SF,State and State Machines ,SF-03,System Fundamentals,Tier 1,
SF-03-05,Computers and Network Protocols as examples of state machines,SF,State and State Machines ,SF-03,System Fundamentals,Tier 1,
SF-04-01,Sequential vs. parallel processing,SF,Parallelism ,SF-04,System Fundamentals,Tier 1,COMP 2601
SF-04-02,Parallel programming vs. concurrent programming,SF,Parallelism ,SF-04,System Fundamentals,Tier 1,
SF-04-03,Request parallelism vs. Task parallelism,SF,Parallelism ,SF-04,System Fundamentals,Tier 1,
SF-04-04,"Client-Server/Web Services, Thread (Fork-Join), Pipelining",SF,Parallelism ,SF-04,System Fundamentals,Tier 1,INFO 2602
SF-04-05,Multicore architectures and hardware support for synchronization,SF,Parallelism ,SF-04,System Fundamentals,Tier 1,
SF-05-01,Performance figures of merit,SF,Evaluation,SF-05,System Fundamentals,Tier 1,
SF-05-02,"Workloadsand representative benchmarks, and methods of collecting and analyzing performance figures of ",SF,Evaluation,SF-05,System Fundamentals,Tier 1,
SF-05-03,"CPI (Cycles per Instruction) equationas tool for understanding tradeoffs in the design of instruction sets, ",SF,Evaluation,SF-05,System Fundamentals,Tier 1,
SF-05-04,Amdahl’s Law: the part of the computation that cannot be sped up limits the effect of the parts that can,SF,Evaluation,SF-05,System Fundamentals,Tier 1,
SF-06-01,"Kinds of resources (e.g., processor share, memory, disk, net bandwidth) ",SF,Resource Allocation and Scheduling ,SF-06,System Fundamentals,Tier 2,
SF-06-02,"Kinds of scheduling (e.g., first-come, priority) ",SF,Resource Allocation and Scheduling ,SF-06,System Fundamentals,Tier 2,
SF-06-03,"Advantages of fair scheduling, preemptive scheduling",SF,Resource Allocation and Scheduling ,SF-06,System Fundamentals,Tier 2,
SF-07-01,Speed of light and computers (one foot per nanosecond vs. one GHz clocks),SF,Proximity ,SF-07,System Fundamentals,Tier 2,
SF-07-02,Latencies in computer systems: memory vs. disk latencies vs. across the network memory,SF,Proximity ,SF-07,System Fundamentals,Tier 2,
SF-07-03,Cachesand the effects of spatial and temporal localityon performancein processors and systems,SF,Proximity ,SF-07,System Fundamentals,Tier 2,
SF-07-04,"Caches and cache coherency in databases, operating systems, distributed systems, and computer ",SF,Proximity ,SF-07,System Fundamentals,Tier 2,
SF-07-05,Introduction into the processor memory hierarchyand the formula for average memory access time,SF,Proximity ,SF-07,System Fundamentals,Tier 2,
SF-08-01,Rationale for protection and predictable performance,SF,Virtualization and Isolation ,SF-08,System Fundamentals,Tier 2,
SF-08-02,"Levels of indirection, illustrated by virtual memory for managing physical memory resources",SF,Virtualization and Isolation ,SF-08,System Fundamentals,Tier 2,
SF-08-03,Methods for implementing virtual memory and virtual machines,SF,Virtualization and Isolation ,SF-08,System Fundamentals,Tier 2,
SF-09-01,Distinction between bugs and faults,SF,Reliability through Redundancy ,SF-09,System Fundamentals,Tier 2,
SF-09-02,Redundancy through check and retry,SF,Reliability through Redundancy ,SF-09,System Fundamentals,Tier 2,
SF-09-03,"Redundancy through redundant encoding (error correcting codes, CRC, FEC)",SF,Reliability through Redundancy ,SF-09,System Fundamentals,Tier 2,
SF-09-04,Duplication/mirroring/replicas,SF,Reliability through Redundancy ,SF-09,System Fundamentals,Tier 2,
SF-09-05,Other approaches to fault tolerance and availability,SF,Reliability through Redundancy ,SF-09,System Fundamentals,Tier 2,
SF-10-01,Analytical tools to guidequantitative evaluation,SF,Quantitative Evaluation,SF-10,System Fundamentals,Elective,
SF-10-02,Order of magnitude analysis (Big-Oh notation),SF,Quantitative Evaluation,SF-10,System Fundamentals,Elective,
SF-10-03,Analysis of slow and fast paths of a system,SF,Quantitative Evaluation,SF-10,System Fundamentals,Elective,
SF-10-04,"Events on their effect on performance (e.g., instruction stalls, cache misses, page faults)",SF,Quantitative Evaluation,SF-10,System Fundamentals,Elective,
SF-10-05,"Understanding layered systems, workloads, and platforms, their implications for performance, and the ",SF,Quantitative Evaluation,SF-10,System Fundamentals,Elective,
SF-10-06,Microbenchmarking pitfalls,SF,Quantitative Evaluation,SF-10,System Fundamentals,Elective,
SP-01-01,Social implications of computing in a networked world (cross-reference HCI/Foundations/social models; ,SP,Social Context ,SP-01,Social Issues and Professional Practice,Tier 1,INFO 2605
SP-01-02,"Impact of social media on individualism, collectivism and culture.",SP,Social Context ,SP-01,Social Issues and Professional Practice,Tier 1,INFO 2605
SP-01-03,Growth and control of the Internet (cross-reference NC/Introduction/organization of the Internet),SP,Social Context ,SP-01,Social Issues and Professional Practice,Tier 2,
SP-01-04,"Often referred to as the digital divide, differences in access to digital technology resources and its resulting ",SP,Social Context ,SP-01,Social Issues and Professional Practice,Tier 2,
SP-01-05,"Accessibility issues, including legal requirements",SP,Social Context ,SP-01,Social Issues and Professional Practice,Tier 2,
SP-01-06,Context-aware computing  (cross-reference HCI/Design for non-mouse interfaces/ ubiquitous and context-,SP,Social Context ,SP-01,Social Issues and Professional Practice,Tier 2,
SP-02-01,Ethical argumentation,SP,Analytical Tools ,SP-02,Social Issues and Professional Practice,Tier 1,
SP-02-02,Ethical theories and decision-making,SP,Analytical Tools ,SP-02,Social Issues and Professional Practice,Tier 1,
SP-02-03,Moral assumptions and values,SP,Analytical Tools ,SP-02,Social Issues and Professional Practice,Tier 1,
SP-03-01,Community values and the laws by which we live ,SP,Professional Ethics,SP-03,Social Issues and Professional Practice,Tier 1,INFO 2605
SP-03-02,"The nature of professionalism including care, attention and discipline, fiduciary responsibility, and ",SP,Professional Ethics,SP-03,Social Issues and Professional Practice,Tier 1,INFO 2605
SP-03-03,"Keeping up-to-date as a computing professional in terms of familiarity, tools, skills, legal and professional ",SP,Professional Ethics,SP-03,Social Issues and Professional Practice,Tier 1,INFO 2605
SP-03-04,"Professional certification, codes of ethics, conduct, and practice, such as the ACM/IEEE-CS, SE, AITP, ",SP,Professional Ethics,SP-03,Social Issues and Professional Practice,Tier 1,INFO 2605
SP-03-05,"Accountability, responsibility and liability (e.g. software correctness, reliability and safety, as well as ",SP,Professional Ethics,SP-03,Social Issues and Professional Practice,Tier 1,INFO 2605
SP-03-06,The role of the computing professional in public policy,SP,Professional Ethics,SP-03,Social Issues and Professional Practice,Tier 2,INFO 2605
SP-03-07,Maintaining awareness of consequences,SP,Professional Ethics,SP-03,Social Issues and Professional Practice,Tier 2,INFO 2605
SP-03-08,Ethical dissent and whistle-blowing,SP,Professional Ethics,SP-03,Social Issues and Professional Practice,Tier 2,INFO 2605
SP-03-09,The relationship between regional culture and ethicaldilemmas,SP,Professional Ethics,SP-03,Social Issues and Professional Practice,Tier 2,
SP-03-10,Dealing with harassment and discrimination,SP,Professional Ethics,SP-03,Social Issues and Professional Practice,Tier 2,
SP-03-11,Forms of professional credentialing ,SP,Professional Ethics,SP-03,Social Issues and Professional Practice,Tier 2,
SP-03-12,Acceptable use policies for computing in the workplace,SP,Professional Ethics,SP-03,Social Issues and Professional Practice,Tier 2,INFO 2605
SP-03-13,Ergonomics and healthy computing environments,SP,Professional Ethics,SP-03,Social Issues and Professional Practice,Tier 2,INFO 2605
SP-03-14,Time to market and cost considerations versus quality professional standards,SP,Professional Ethics,SP-03,Social Issues and Professional Practice,Tier 2,
SP-04-01,Philosophical foundations of intellectual property ,SP,Intellectual Property ,SP-04,Social Issues and Professional Practice,Tier 1,
SP-04-02,Intellectual property rights (cross-reference IM/Information Storage and Retrieval/intellectual property and ,SP,Intellectual Property ,SP-04,Social Issues and Professional Practice,Tier 1,INFO 2605
SP-04-03,Intangible digital intellectual property (IDIP),SP,Intellectual Property ,SP-04,Social Issues and Professional Practice,Tier 1,
SP-04-04,Legal foundations for intellectual property protection,SP,Intellectual Property ,SP-04,Social Issues and Professional Practice,Tier 1,
SP-04-05,Digital rights management,SP,Intellectual Property ,SP-04,Social Issues and Professional Practice,Tier 1,INFO 2605
SP-04-06,"Copyrights, patents, trade secrets, trademarks",SP,Intellectual Property ,SP-04,Social Issues and Professional Practice,Tier 1,INFO 2605
SP-04-07,Plagiarism,SP,Intellectual Property ,SP-04,Social Issues and Professional Practice,Tier 1,INFO 2605
SP-04-08,Foundations of the open source movement,SP,Intellectual Property ,SP-04,Social Issues and Professional Practice,Elective,
SP-04-09,Software piracy,SP,Intellectual Property ,SP-04,Social Issues and Professional Practice,Elective,INFO 2605
SP-05-01,Philosophical foundations of privacy rights (cross-reference IS/Fundamental Issues/philosophical issues),SP,Privacy and Civil Liberties ,SP-05,Social Issues and Professional Practice,Tier 1,
SP-05-02,Legal foundations of privacy protection ,SP,Privacy and Civil Liberties ,SP-05,Social Issues and Professional Practice,Tier 1,
SP-05-03,"Privacy implications of widespread data collection for transactional databases, data warehouses, ",SP,Privacy and Civil Liberties ,SP-05,Social Issues and Professional Practice,Tier 1,
SP-05-04,Ramifications of differential privacy ,SP,Privacy and Civil Liberties ,SP-05,Social Issues and Professional Practice,Tier 1,
SP-05-05,Technology-based solutions for privacy protection (cross-reference IAS/Threats and Attacks/attacks on ,SP,Privacy and Civil Liberties ,SP-05,Social Issues and Professional Practice,Tier 1,
SP-05-06,Privacy legislation in areas of practice,SP,Privacy and Civil Liberties ,SP-05,Social Issues and Professional Practice,Elective,
SP-05-07,Civil liberties and cultural differences,SP,Privacy and Civil Liberties ,SP-05,Social Issues and Professional Practice,Elective,
SP-05-08,Freedom of expression and its limitations ,SP,Privacy and Civil Liberties ,SP-05,Social Issues and Professional Practice,Elective,
SP-06-01,"Reading, understanding and summarizing technical material, including source code and documentation",SP,Professional Communication ,SP-06,Social Issues and Professional Practice,Tier 1,
SP-06-02,Writing effective technical documentation and materials,SP,Professional Communication ,SP-06,Social Issues and Professional Practice,Tier 1,
SP-06-03,"Dynamics of oral, written, and electronic team and group communication (cross-reference ",SP,Professional Communication ,SP-06,Social Issues and Professional Practice,Tier 1,
SP-06-04,Communicating professionally with stakeholders,SP,Professional Communication ,SP-06,Social Issues and Professional Practice,Tier 1,
SP-06-05,Utilizing collaboration tools  (cross-reference HCI/Collaboration and Communication/online communities; ,SP,Professional Communication ,SP-06,Social Issues and Professional Practice,Tier 1,
SP-06-06,Dealing with cross-cultural environments (cross-reference HCI/User-Centered Design and Testing/cross-,SP,Professional Communication ,SP-06,Social Issues and Professional Practice,Elective,
SP-06-07,"Tradeoffs of competing risks in software projects, such as technology, structure/process, quality, people, ",SP,Professional Communication ,SP-06,Social Issues and Professional Practice,Elective,
SP-07-01,Being a sustainable practitioner by taking into consideration cultural and environmental impacts of ,SP,Sustainability ,SP-07,Social Issues and Professional Practice,Tier 1,
SP-07-02,Explore global social and environmental impacts of computer use and disposal (e-waste),SP,Sustainability ,SP-07,Social Issues and Professional Practice,Tier 1,
SP-07-03,"Environmental impacts of design choices in specific areas such as algorithms, operating systems, networks, ",SP,Sustainability ,SP-07,Social Issues and Professional Practice,Tier 2,
SP-07-04,Guidelines for sustainable design standards,SP,Sustainability ,SP-07,Social Issues and Professional Practice,Elective,
SP-07-05,Systemic effects of complex computer-mediated phenomena (e.g. telecommuting or web shopping),SP,Sustainability ,SP-07,Social Issues and Professional Practice,Elective,
SP-07-06,"Pervasive computing; information processingintegrated into everyday objects and activities, such as smart ",SP,Sustainability ,SP-07,Social Issues and Professional Practice,Elective,
SP-07-07,"Research on applications of computing to environmental issues, such as energy, pollution, resource usage, ",SP,Sustainability ,SP-07,Social Issues and Professional Practice,Elective,
SP-07-08,"The interdependence ofthe sustainability of software systems with social systems, including the knowledge ",SP,Sustainability ,SP-07,Social Issues and Professional Practice,Elective,
SP-08-01,Prehistory—the world before 1946,SP,History,SP-08,Social Issues and Professional Practice,Elective,
SP-08-02,"History of computer hardware, software, networking (cross-reference AR/Digital logic and digital systems/ ",SP,History,SP-08,Social Issues and Professional Practice,Elective,COMP 1600
SP-08-03,Pioneers of computing,SP,History,SP-08,Social Issues and Professional Practice,Elective,
SP-08-04,History oftheInternet,SP,History,SP-08,Social Issues and Professional Practice,Elective,
SP-09-01,Monopolies and their economic implications,SP,Economies of Computing,SP-09,Social Issues and Professional Practice,Elective,
SP-09-02,Effect of skilled labor supply and demand on the quality of computing products,SP,Economies of Computing,SP-09,Social Issues and Professional Practice,Elective,
SP-09-03,Pricing strategies in the computing domain,SP,Economies of Computing,SP-09,Social Issues and Professional Practice,Elective,
SP-09-04,The phenomenon of outsourcing and off-shoring software development; impacts on employment and on ,SP,Economies of Computing,SP-09,Social Issues and Professional Practice,Elective,
SP-09-05,Consequences of globalization for the computer science profession,SP,Economies of Computing,SP-09,Social Issues and Professional Practice,Elective,
SP-09-06,Differences in access to computing resources and the possible effects thereof,SP,Economies of Computing,SP-09,Social Issues and Professional Practice,Elective,
SP-09-07,"Cost/benefit analysis of jobs with considerations tomanufacturing, hardware, software, and engineering ",SP,Economies of Computing,SP-09,Social Issues and Professional Practice,Elective,INFO 2600
SP-09-08,Cost estimates versus actual costs in relation to total costs,SP,Economies of Computing,SP-09,Social Issues and Professional Practice,Elective,
SP-09-09,Entrepreneurship: prospects and pitfalls,SP,Economies of Computing,SP-09,Social Issues and Professional Practice,Elective,
SP-09-10,Network effect or demand-side economies of scale,SP,Economies of Computing,SP-09,Social Issues and Professional Practice,Elective,
SP-09-11,Use of engineering economics in dealing with finances,SP,Economies of Computing,SP-09,Social Issues and Professional Practice,Elective,
SP-10-01,Examples of computer crimes and legal redress for computer criminals (cross-reference IAS/Digital ,SP,"Security Policies, Laws and Computer Crimes",SP-10,Social Issues and Professional Practice,Elective,
SP-10-02,"Social engineering, identity theft and recovery (cross-reference HCI/Human Factors and Security/trust, ",SP,"Security Policies, Laws and Computer Crimes",SP-10,Social Issues and Professional Practice,Elective,
SP-10-03,Issues surrounding the misuse of access and breaches in security,SP,"Security Policies, Laws and Computer Crimes",SP-10,Social Issues and Professional Practice,Elective,
SP-10-04,"Motivations and ramifications of cyber terrorism and criminal hacking, “cracking”",SP,"Security Policies, Laws and Computer Crimes",SP-10,Social Issues and Professional Practice,Elective,
SP-10-05,"Effects of malware, such as viruses, worms and Trojan horses",SP,"Security Policies, Laws and Computer Crimes",SP-10,Social Issues and Professional Practice,Elective,
SP-10-06,Crime prevention strategies,SP,"Security Policies, Laws and Computer Crimes",SP-10,Social Issues and Professional Practice,Elective,INFO 2605
SP-10-07,Security policies (cross-reference IAS/SecurityPolicy and Governance/policies),SP,"Security Policies, Laws and Computer Crimes",SP-10,Social Issues and Professional Practice,Elective,
