breakdown,topic,domainId,domain,subdomain,subdomainId,topicId,tier,New Topic
[Elective],Emerging technologies,PBD,Parallel and Distributed Computing,Mobile Platforms ,PBD-99,PBD-99-06,Elective,PB-03-06
[Elective],"Types of Industrial Platforms (e.g., Mathematic, Robotic, Industrial Control) ",PBD,Parallel and Distributed Computing,Industrial Platforms ,PBD-100,PBD-100-01,Elective,PB-04-01
[Elective],Robotic software and its architecture,PBD,Parallel and Distributed Computing,Industrial Platforms ,PBD-100,PBD-100-02,Elective,PB-04-02
[Elective],Domain-specific languages,PBD,Parallel and Distributed Computing,Industrial Platforms ,PBD-100,PBD-100-03,Elective,PB-04-03
[Elective],Industrial platform constraints,PBD,Parallel and Distributed Computing,Industrial Platforms ,PBD-100,PBD-100-04,Elective,PB-04-04
[Elective],"Types of game platforms (e.g., XBox, Wii, PlayStation) ",PBD,Parallel and Distributed Computing,Game Platforms ,PBD-101,PBD-101-01,Elective,PB-05-01
[Elective],"Game platform languages (e.g., C++, Java, Lua, Python)",PBD,Parallel and Distributed Computing,Game Platforms ,PBD-101,PBD-101-02,Elective,PB-05-02
[Elective],Game platform constraints,PBD,Parallel and Distributed Computing,Game Platforms ,PBD-101,PBD-101-03,Elective,PB-05-03
[2 Core-Tier1 hours],Multiple simultaneous computations,PD,Platform-based Development,Parallelism Fundamentals ,PD-102,PD-102-01,Tier 1,PD-01-01
[2 Core-Tier1 hours],"Goals of parallelism (e.g., throughput) versus concurrency (e.g., controlling access to shared resources)",PD,Platform-based Development,Parallelism Fundamentals ,PD-102,PD-102-02,Tier 1,PD-01-02
[2 Core-Tier1 hours],"Parallelism, communication, and coordination ",PD,Platform-based Development,Parallelism Fundamentals ,PD-102,PD-102-03,Tier 1,PD-01-03
[2 Core-Tier1 hours],Programming errors not found in sequential programming,PD,Platform-based Development,Parallelism Fundamentals ,PD-102,PD-102-04,Tier 1,PD-01-04
"[1 Core-Tier1 hour, 3 Core-Tier2 hours]",Need for communication and coordination/synchronization,PD,Platform-based Development,Parallel Decomposition ,PD-103,PD-103-01,Tier 1,PD-02-01
"[1 Core-Tier1 hour, 3 Core-Tier2 hours]",Independence and partitioning,PD,Platform-based Development,Parallel Decomposition ,PD-103,PD-103-02,Tier 1,PD-02-02
"[1 Core-Tier1 hour, 3 Core-Tier2 hours]",Basic knowledge of parallel decomposition concepts (cross-reference SF/System Support for Parallelism) ,PD,Platform-based Development,Parallel Decomposition ,PD-103,PD-103-03,Tier 2,PD-02-03
"[1 Core-Tier1 hour, 3 Core-Tier2 hours]",Task-based decomposition,PD,Platform-based Development,Parallel Decomposition ,PD-103,PD-103-04,Tier 2,PD-02-04
"[1 Core-Tier1 hour, 3 Core-Tier2 hours]",Data-parallel decomposition,PD,Platform-based Development,Parallel Decomposition ,PD-103,PD-103-05,Tier 2,PD-02-05
"[1 Core-Tier1 hour, 3 Core-Tier2 hours]","Actors and reactive processes (e.g., request handlers) ",PD,Platform-based Development,Parallel Decomposition ,PD-103,PD-103-06,Tier 2,PD-02-06
"[1 Core-Tier1 hour, 3 Core-Tier2 hours]",Shared Memory ,PD,Platform-based Development,Communication and Coordination ,PD-104,PD-104-01,Tier 1,PD-03-01
"[1 Core-Tier1 hour, 3 Core-Tier2 hours]"," C onsistency, and its role in programming language guarantees for data-race-free programs ",PD,Platform-based Development,Communication and Coordination ,PD-104,PD-104-02,Tier 1,PD-03-02
"[1 Core-Tier1 hour, 3 Core-Tier2 hours]",Message passing,PD,Platform-based Development,Communication and Coordination ,PD-104,PD-104-03,Tier 2,PD-03-03
"[1 Core-Tier1 hour, 3 Core-Tier2 hours]",Atomicity,PD,Platform-based Development,Communication and Coordination ,PD-104,PD-104-04,Tier 2,PD-03-04
"[1 Core-Tier1 hour, 3 Core-Tier2 hours]",Consensus,PD,Platform-based Development,Communication and Coordination ,PD-104,PD-104-05,Elective,PD-03-05
"[1 Core-Tier1 hour, 3 Core-Tier2 hours]",Conditional actions,PD,Platform-based Development,Communication and Coordination ,PD-104,PD-104-06,Elective,PD-03-06
[3 Core-Tier2 hours],"Critical paths, work and span, and the relation to Amdahl’s law (cross-reference SF/Performance)",PD,Platform-based Development,"Parallel Algorithms, Analysis, and Programming ",PD-105,PD-105-01,Tier 2,PD-04-01
[3 Core-Tier2 hours],Speed-up and scalability,PD,Platform-based Development,"Parallel Algorithms, Analysis, and Programming ",PD-105,PD-105-02,Tier 2,PD-04-02
[3 Core-Tier2 hours],Naturally (embarrassingly) parallel algorithms,PD,Platform-based Development,"Parallel Algorithms, Analysis, and Programming ",PD-105,PD-105-03,Tier 2,PD-04-03
[3 Core-Tier2 hours],"Parallel algorithmic patterns (divide-and-conquer, map and reduce, master-workers, others)",PD,Platform-based Development,"Parallel Algorithms, Analysis, and Programming ",PD-105,PD-105-04,Tier 2,PD-04-04
[3 Core-Tier2 hours],"Parallel graph algorithms (e.g., parallel shortest path, parallel spanning tree) (cross-reference ",PD,Platform-based Development,"Parallel Algorithms, Analysis, and Programming ",PD-105,PD-105-05,Elective,PD-04-05
[3 Core-Tier2 hours],Parallel matrix computations,PD,Platform-based Development,"Parallel Algorithms, Analysis, and Programming ",PD-105,PD-105-06,Elective,PD-04-06
[3 Core-Tier2 hours],Producer-consumer and pipelined algorithms,PD,Platform-based Development,"Parallel Algorithms, Analysis, and Programming ",PD-105,PD-105-07,Elective,PD-04-07
[3 Core-Tier2 hours],Examples of non-scalable parallel algorithms,PD,Platform-based Development,"Parallel Algorithms, Analysis, and Programming ",PD-105,PD-105-08,Elective,PD-04-08
"[1 Core-Tier1 hour, 1 Core-Tier2 hour]",Multicore processors,PD,Platform-based Development,Parallel Architecture ,PD-106,PD-106-01,Tier 1,PD-05-01
"[1 Core-Tier1 hour, 1 Core-Tier2 hour]",Shared vs. distributed memory,PD,Platform-based Development,Parallel Architecture ,PD-106,PD-106-02,Tier 1,PD-05-02
"[1 Core-Tier1 hour, 1 Core-Tier2 hour]",Symmetric multiprocessing (SMP),PD,Platform-based Development,Parallel Architecture ,PD-106,PD-106-03,Tier 2,PD-05-03
"[1 Core-Tier1 hour, 1 Core-Tier2 hour]","SIMD, vector processing ",PD,Platform-based Development,Parallel Architecture ,PD-106,PD-106-04,Tier 2,PD-05-04
"[1 Core-Tier1 hour, 1 Core-Tier2 hour]","GPU, co-processing",PD,Platform-based Development,Parallel Architecture ,PD-106,PD-106-05,Elective,PD-05-05
"[1 Core-Tier1 hour, 1 Core-Tier2 hour]",Flynn’s taxonomy,PD,Platform-based Development,Parallel Architecture ,PD-106,PD-106-06,Elective,PD-05-06
"[1 Core-Tier1 hour, 1 Core-Tier2 hour]",Instruction level support for parallel programming,PD,Platform-based Development,Parallel Architecture ,PD-106,PD-106-07,Elective,PD-05-07
"[1 Core-Tier1 hour, 1 Core-Tier2 hour]",Memory issues,PD,Platform-based Development,Parallel Architecture ,PD-106,PD-106-08,Elective,PD-05-08
"[1 Core-Tier1 hour, 1 Core-Tier2 hour]",Topologies,PD,Platform-based Development,Parallel Architecture ,PD-106,PD-106-09,Elective,PD-05-09
[Elective],Load balancing,PD,Platform-based Development,Parallel Performance ,PD-107,PD-107-01,Elective,PD-06-01
[Elective],Performance measurement,PD,Platform-based Development,Parallel Performance ,PD-107,PD-107-02,Elective,PD-06-02
[Elective],Scheduling and contention (cross-reference OS/Scheduling and Dispatch),PD,Platform-based Development,Parallel Performance ,PD-107,PD-107-03,Elective,PD-06-03
[Elective],Evaluating communication overhead,PD,Platform-based Development,Parallel Performance ,PD-107,PD-107-04,Elective,PD-06-04
[Elective],Data management,PD,Platform-based Development,Parallel Performance ,PD-107,PD-107-05,Elective,PD-06-05
[Elective],Power usage and management,PD,Platform-based Development,Parallel Performance ,PD-107,PD-107-06,Elective,PD-06-06
[Elective],Faults (cross-reference OS/Fault Tolerance),PD,Platform-based Development,Distributed Systems ,PD-108,PD-108-01,Elective,PD-07-01
[Elective],Distributed message sending,PD,Platform-based Development,Distributed Systems ,PD-108,PD-108-02,Elective,PD-07-02
[Elective],Distributed system design tradeoffs,PD,Platform-based Development,Distributed Systems ,PD-108,PD-108-03,Elective,PD-07-03
[Elective],Distributed service design,PD,Platform-based Development,Distributed Systems ,PD-108,PD-108-04,Elective,PD-07-04
[Elective],Core distributed algorithms,PD,Platform-based Development,Distributed Systems ,PD-108,PD-108-05,Elective,PD-07-05
[Elective],Internet-Scale computing,PD,Platform-based Development,Cloud Computing ,PD-109,PD-109-01,Elective,PD-08-01
[Elective],Cloud services,PD,Platform-based Development,Cloud Computing ,PD-109,PD-109-02,Elective,PD-08-02
[Elective],Virtualization (cross-reference SF/Virtualization and Isolation and OS/Virtual Machines),PD,Platform-based Development,Cloud Computing ,PD-109,PD-109-03,Elective,PD-08-03
[Elective],Cloud-based data storage,PD,Platform-based Development,Cloud Computing ,PD-109,PD-109-04,Elective,PD-08-04
[Elective],"Formal models of processes and message passing, including algebras such as Communicating Sequential ",PD,Platform-based Development,Formal Models and Semantics ,PD-110,PD-110-01,Elective,PD-09-01
[Elective],"Formal models of parallel computation, including the Parallel Random Access Machine (PRAM) and ",PD,Platform-based Development,Formal Models and Semantics ,PD-110,PD-110-02,Elective,PD-09-02
[Elective],Formal models of computational dependencies,PD,Platform-based Development,Formal Models and Semantics ,PD-110,PD-110-03,Elective,PD-09-03
[Elective],Models of (relaxed) shared memory consistency and their relation to programming language specifications,PD,Platform-based Development,Formal Models and Semantics ,PD-110,PD-110-04,Elective,PD-09-04
[Elective],Algorithmic correctness criteria including linearizability,PD,Platform-based Development,Formal Models and Semantics ,PD-110,PD-110-05,Elective,PD-09-05
[Elective],"Models of algorithmic progress, including non-blocking guarantees and fairness",PD,Platform-based Development,Formal Models and Semantics ,PD-110,PD-110-06,Elective,PD-09-06
[Elective],Techniques for specifying and checking correctness properties such as atomicity and freedom from data ,PD,Platform-based Development,Formal Models and Semantics ,PD-110,PD-110-07,Elective,PD-09-07
"[4 Core-Tier1 hours, 6 Core-Tier2 hours] ",Object-oriented design ,PL,Programming Languages,Object-Oriented Programming ,PL-111,PL-111-01,Tier 1,PL-01-01
"[4 Core-Tier1 hours, 6 Core-Tier2 hours] ","Definition of classes: fields, methods, and constructors ",PL,Programming Languages,Object-Oriented Programming ,PL-111,PL-111-02,Tier 1,PL-01-02
"[4 Core-Tier1 hours, 6 Core-Tier2 hours] ","Subclasses, inheritance, and method overriding ",PL,Programming Languages,Object-Oriented Programming ,PL-111,PL-111-03,Tier 1,PL-01-03
"[4 Core-Tier1 hours, 6 Core-Tier2 hours] ",Dynamic dispatch: definition of method-call ,PL,Programming Languages,Object-Oriented Programming ,PL-111,PL-111-04,Tier 1,PL-01-04
"[4 Core-Tier1 hours, 6 Core-Tier2 hours] ",Subtyping (cross-reference PL/Type Systems),PL,Programming Languages,Object-Oriented Programming ,PL-111,PL-111-05,Tier 2,PL-01-05
"[4 Core-Tier1 hours, 6 Core-Tier2 hours] ",Object-oriented idioms for encapsulation ,PL,Programming Languages,Object-Oriented Programming ,PL-111,PL-111-06,Tier 2,PL-01-06
"[4 Core-Tier1 hours, 6 Core-Tier2 hours] ","Using collection classes, iterators, and other common library components",PL,Programming Languages,Object-Oriented Programming ,PL-111,PL-111-07,Tier 2,PL-01-07
"[3 Core-Tier1 hours, 4 Core-Tier2 hours]",Effect-free programming ,PL,Programming Languages,Functional Programming ,PL-112,PL-112-01,Tier 1,PL-02-01
"[3 Core-Tier1 hours, 4 Core-Tier2 hours]","Processing structured data (e.g., trees) via functions with cases for each data variant ",PL,Programming Languages,Functional Programming ,PL-112,PL-112-02,Tier 1,PL-02-02
"[3 Core-Tier1 hours, 4 Core-Tier2 hours]","First-class functions (taking, returning, and storing functions)",PL,Programming Languages,Functional Programming ,PL-112,PL-112-03,Tier 1,PL-02-03
"[3 Core-Tier1 hours, 4 Core-Tier2 hours]",Function closures (functions using variables in the enclosing lexical environment),PL,Programming Languages,Functional Programming ,PL-112,PL-112-04,Tier 2,PL-02-04
"[3 Core-Tier1 hours, 4 Core-Tier2 hours]","Defining higher-order operations on aggregates, especially map, reduce/fold, and filter",PL,Programming Languages,Functional Programming ,PL-112,PL-112-05,Tier 2,PL-02-05
[2 Core-Tier2 hours],Events and event handlers ,PL,Programming Languages,Event-Driven and Reactive Programming ,PL-113,PL-113-01,Tier 2,PL-03-01
[2 Core-Tier2 hours],"Canonical uses such as GUIs, mobile devices, robots, servers",PL,Programming Languages,Event-Driven and Reactive Programming ,PL-113,PL-113-02,Tier 2,PL-03-02
[2 Core-Tier2 hours],Using a reactive framework,PL,Programming Languages,Event-Driven and Reactive Programming ,PL-113,PL-113-03,Tier 2,PL-03-03
[2 Core-Tier2 hours],Externally-generated events and program-generated events,PL,Programming Languages,Event-Driven and Reactive Programming ,PL-113,PL-113-04,Tier 2,PL-03-04
[2 Core-Tier2 hours],"Separation of model, view, and controller",PL,Programming Languages,Event-Driven and Reactive Programming ,PL-113,PL-113-05,Tier 2,PL-03-05
"[1 Core-Tier1 hour, 4 Core-Tier2 hours]",A type as a set of values together with a set of operations ,PL,Programming Languages,Basic Type Systems ,PL-114,PL-114-01,Tier 1,PL-04-01
"[1 Core-Tier1 hour, 4 Core-Tier2 hours]","Association of types to variables, arguments, results, and fields ",PL,Programming Languages,Basic Type Systems ,PL-114,PL-114-02,Tier 1,PL-04-02
"[1 Core-Tier1 hour, 4 Core-Tier2 hours]",Type safety and errors caused by using values inconsistently giventheir intended types,PL,Programming Languages,Basic Type Systems ,PL-114,PL-114-03,Tier 1,PL-04-03
"[1 Core-Tier1 hour, 4 Core-Tier2 hours]",Goals and limitations of static typing ,PL,Programming Languages,Basic Type Systems ,PL-114,PL-114-04,Tier 1,PL-04-04
"[1 Core-Tier1 hour, 4 Core-Tier2 hours]",Generic types (parametric polymorphism),PL,Programming Languages,Basic Type Systems ,PL-114,PL-114-05,Tier 2,PL-04-05
"[1 Core-Tier1 hour, 4 Core-Tier2 hours]",Complementary benefits of static and dynamic typing,PL,Programming Languages,Basic Type Systems ,PL-114,PL-114-06,Tier 2,PL-04-06
[1 Core-Tier2 hour],"Programs that take (other) programs as input such as interpreters, compilers, type-checkers, documentation ",PL,Programming Languages,Program Representation ,PL-115,PL-115-01,Tier 2,PL-05-01
[1 Core-Tier2 hour],Abstract syntax trees; contrast with concrete syntax,PL,Programming Languages,Program Representation ,PL-115,PL-115-02,Tier 2,PL-05-02
[1 Core-Tier2 hour],"Data structures to represent code for execution, translation, or transmission",PL,Programming Languages,Program Representation ,PL-115,PL-115-03,Tier 2,PL-05-03
[3 Core-Tier2 hours],Interpretation vs. compilation to native code vs. compilation toportable intermediate representation,PL,Programming Languages,Language Translation and Execution ,PL-116,PL-116-01,Tier 2,PL-06-01
[3 Core-Tier2 hours],"Language translation pipeline: parsing, optional type-checking, translation, linking, execution",PL,Programming Languages,Language Translation and Execution ,PL-116,PL-116-02,Tier 2,PL-06-02
[3 Core-Tier2 hours],Run-time representation of core language constructs such as objects (method tables) and first-class ,PL,Programming Languages,Language Translation and Execution ,PL-116,PL-116-03,Tier 2,PL-06-03
[3 Core-Tier2 hours],"Run-time layout of memory: call-stack, heap, static data",PL,Programming Languages,Language Translation and Execution ,PL-116,PL-116-04,Tier 2,PL-06-04
[3 Core-Tier2 hours],Memory management,PL,Programming Languages,Language Translation and Execution ,PL-116,PL-116-05,Tier 2,PL-06-05
[Elective],Scanning (lexical analysis) using regular expressions,PL,Programming Languages,Syntax Analysis ,PL-117,PL-117-01,Elective,PL-07-01
[Elective],"Parsing strategies including top-down (e.g., recursive descent, Earley parsing, or LL) and bottom-up (e.g., ",PL,Programming Languages,Syntax Analysis ,PL-117,PL-117-02,Elective,PL-07-02
[Elective],Generating scanners and parsers from declarative specifications,PL,Programming Languages,Syntax Analysis ,PL-117,PL-117-03,Elective,PL-07-03
[Elective],High-level program representations such as abstract syntax trees,PL,Programming Languages,Compiler Semantic Analysis ,PL-118,PL-118-01,Elective,PL-08-01
[Elective],Scope and binding resolution,PL,Programming Languages,Compiler Semantic Analysis ,PL-118,PL-118-02,Elective,PL-08-02
[Elective],Type checking,PL,Programming Languages,Compiler Semantic Analysis ,PL-118,PL-118-03,Elective,PL-08-03
[Elective],Declarative specifications such as attribute grammars,PL,Programming Languages,Compiler Semantic Analysis ,PL-118,PL-118-04,Elective,PL-08-04
[Elective],Procedure calls and method dispatching,PL,Programming Languages,Code Generation ,PL-119,PL-119-01,Elective,PL-09-01
[Elective],Separate compilation; linking,PL,Programming Languages,Code Generation ,PL-119,PL-119-02,Elective,PL-09-02
[Elective],Instruction selection,PL,Programming Languages,Code Generation ,PL-119,PL-119-03,Elective,PL-09-03
[Elective],Instruction scheduling,PL,Programming Languages,Code Generation ,PL-119,PL-119-04,Elective,PL-09-04
[Elective],Register allocation,PL,Programming Languages,Code Generation ,PL-119,PL-119-05,Elective,PL-09-05
[Elective],Peephole optimization,PL,Programming Languages,Code Generation ,PL-119,PL-119-06,Elective,PL-09-06
[Elective],"Dynamic memory management approaches and techniques: malloc/free, garbage collection (mark-sweep, ",PL,Programming Languages,Runtime Systems,PL-120,PL-120-01,Elective,PL-10-01
[Elective],Data layout for objects and activation records,PL,Programming Languages,Runtime Systems,PL-120,PL-120-02,Elective,PL-10-02
[Elective],Just-in-time compilation and dynamic recompilation,PL,Programming Languages,Runtime Systems,PL-120,PL-120-03,Elective,PL-10-03
[Elective],"Other common features of virtual machines, such as class loading, threads,and security.",PL,Programming Languages,Runtime Systems,PL-120,PL-120-04,Elective,PL-10-04
[Elective],"Relevant program representations, such as basic blocks, control-flow graphs, def-use chains,and static ",PL,Programming Languages,Static Analysis ,PL-121,PL-121-01,Elective,PL-11-01
[Elective],Undecidability and consequences for program analysis,PL,Programming Languages,Static Analysis ,PL-121,PL-121-02,Elective,PL-11-02
[Elective],"Flow-insensitive analyses, such as type-checking and scalable pointer and alias analyses",PL,Programming Languages,Static Analysis ,PL-121,PL-121-03,Elective,PL-11-03
[Elective],"Flow-sensitive analyses, such as forward and backward dataflow analyses",PL,Programming Languages,Static Analysis ,PL-121,PL-121-04,Elective,PL-11-04
[Elective],"Path-sensitive analyses, such as software model checking",PL,Programming Languages,Static Analysis ,PL-121,PL-121-05,Elective,PL-11-05
[Elective],Tools and frameworks for defining analyses,PL,Programming Languages,Static Analysis ,PL-121,PL-121-06,Elective,PL-11-06
[Elective],Role of static analysis in program optimization,PL,Programming Languages,Static Analysis ,PL-121,PL-121-07,Elective,PL-11-07
[Elective],Role of static analysis in (partial) verification and bug-finding,PL,Programming Languages,Static Analysis ,PL-121,PL-121-08,Elective,PL-11-08
[Elective],Lazy evaluation and infinite streams,PL,Programming Languages,Advanced Programming Constructs ,PL-122,PL-122-01,Elective,PL-12-01
[Elective],"Control Abstractions: Exception Handling, Continuations, Monads",PL,Programming Languages,Advanced Programming Constructs ,PL-122,PL-122-02,Elective,PL-12-02
[Elective],"Object-oriented abstractions: Multiple inheritance, Mixins, Traits, Multimethods",PL,Programming Languages,Advanced Programming Constructs ,PL-122,PL-122-03,Elective,PL-12-03
[Elective],"Metaprogramming: Macros, Generative programming, Model-based development",PL,Programming Languages,Advanced Programming Constructs ,PL-122,PL-122-04,Elective,PL-12-04
[Elective],Module systems,PL,Programming Languages,Advanced Programming Constructs ,PL-122,PL-122-05,Elective,PL-12-05
[Elective],String manipulation via pattern-matching (regular expressions),PL,Programming Languages,Advanced Programming Constructs ,PL-122,PL-122-06,Elective,PL-12-06
[Elective],Dynamic code evaluation (“eval”),PL,Programming Languages,Advanced Programming Constructs ,PL-122,PL-122-07,Elective,PL-12-07
[Elective],"Language support for checking assertions, invariants, and pre/post-conditions",PL,Programming Languages,Advanced Programming Constructs ,PL-122,PL-122-08,Elective,PL-12-08
[Elective],Constructs for thread-shared variables and shared-memory synchronization,PL,Programming Languages,Concurrency and Parallelism ,PL-123,PL-123-01,Elective,PL-13-01
[Elective],Actor models,PL,Programming Languages,Concurrency and Parallelism ,PL-123,PL-123-02,Elective,PL-13-02
[Elective],Futures,PL,Programming Languages,Concurrency and Parallelism ,PL-123,PL-123-03,Elective,PL-13-03
[Elective],Language support for data parallelism,PL,Programming Languages,Concurrency and Parallelism ,PL-123,PL-123-04,Elective,PL-13-04
[Elective],Models for passing messages between sequential processes,PL,Programming Languages,Concurrency and Parallelism ,PL-123,PL-123-05,Elective,PL-13-05
[Elective],Effect of memory-consistency models on language semantics and correct code generation,PL,Programming Languages,Concurrency and Parallelism ,PL-123,PL-123-06,Elective,PL-13-06
[Elective],"Compositional type constructors, such as product types (for aggregates), sum types (for unions), function ",PL,Programming Languages,Type Systems ,PL-124,PL-124-01,Elective,PL-14-01
[Elective],Type checking,PL,Programming Languages,Type Systems ,PL-124,PL-124-02,Elective,PL-14-02
[Elective],Type safety as preservation plus progress,PL,Programming Languages,Type Systems ,PL-124,PL-124-03,Elective,PL-14-03
[Elective],Type inference,PL,Programming Languages,Type Systems ,PL-124,PL-124-04,Elective,PL-14-04
[Elective],Static overloading,PL,Programming Languages,Type Systems ,PL-124,PL-124-05,Elective,PL-14-05
[Elective],Syntax vs. semantics,PL,Programming Languages,Formal Semantics ,PL-125,PL-125-01,Elective,PL-15-01
[Elective],Lambda Calculus,PL,Programming Languages,Formal Semantics ,PL-125,PL-125-02,Elective,PL-15-02
[Elective],"Approaches to semantics: Operational, Denotational, Axiomatic",PL,Programming Languages,Formal Semantics ,PL-125,PL-125-03,Elective,PL-15-03
[Elective],Proofs by induction over language semantics,PL,Programming Languages,Formal Semantics ,PL-125,PL-125-04,Elective,PL-15-04
[Elective],Formal definitions and proofs for type systems(cross-reference PL/Type Systems),PL,Programming Languages,Formal Semantics ,PL-125,PL-125-05,Elective,PL-15-05
[Elective],Parametricity(cross-reference PL/Type Systems),PL,Programming Languages,Formal Semantics ,PL-125,PL-125-06,Elective,PL-15-06
[Elective],Using formal semantics for systems modeling,PL,Programming Languages,Formal Semantics ,PL-125,PL-125-07,Elective,PL-15-07
[Elective],Principles of language design such as orthogonality,PL,Programming Languages,Language Pragmatics ,PL-126,PL-126-01,Elective,PL-16-01
[Elective],"Evaluation order, precedence, and associativity",PL,Programming Languages,Language Pragmatics ,PL-126,PL-126-02,Elective,PL-16-02
[Elective],Eager vs. delayed evaluation,PL,Programming Languages,Language Pragmatics ,PL-126,PL-126-03,Elective,PL-16-03
[Elective],Defining controland iteration constructs,PL,Programming Languages,Language Pragmatics ,PL-126,PL-126-04,Elective,PL-16-04
[Elective],External calls and system libraries,PL,Programming Languages,Language Pragmatics ,PL-126,PL-126-05,Elective,PL-16-05
[Elective],Clausal representation of data structures and algorithms,PL,Programming Languages,Logic Programming ,PL-127,PL-127-01,Elective,PL-17-01
[Elective],Unification,PL,Programming Languages,Logic Programming ,PL-127,PL-127-02,Elective,PL-17-02
[Elective],Backtracking and search,PL,Programming Languages,Logic Programming ,PL-127,PL-127-03,Elective,PL-17-03
[Elective],Cuts,PL,Programming Languages,Logic Programming ,PL-127,PL-127-04,Elective,PL-17-04
[11 Core-Tier1 hours],The concept and properties of algorithms,SDF,Software Development Fundamentals,Algorithms and Design,SDF-128,SDF-128-01,Tier 1,SD-01-01
[11 Core-Tier1 hours],The role of algorithms in the problem-solving process,SDF,Software Development Fundamentals,Algorithms and Design,SDF-128,SDF-128-02,Tier 1,SD-01-02
[11 Core-Tier1 hours],Problem-solving strategies ,SDF,Software Development Fundamentals,Algorithms and Design,SDF-128,SDF-128-03,Tier 1,SD-01-03
[11 Core-Tier1 hours],Fundamental design concepts and principles,SDF,Software Development Fundamentals,Algorithms and Design,SDF-128,SDF-128-04,Tier 1,SD-01-04
[10 Core-Tier1 hours],Basic syntax and semantics of a higher-level language,SDF,Software Development Fundamentals,Fundamental Programming Concepts ,SDF-129,SDF-129-01,Tier 1,SD-02-01
[10 Core-Tier1 hours],"Variables and primitive data types (e.g., numbers, characters, Booleans)",SDF,Software Development Fundamentals,Fundamental Programming Concepts ,SDF-129,SDF-129-02,Tier 1,SD-02-02
[10 Core-Tier1 hours],Expressions and assignments,SDF,Software Development Fundamentals,Fundamental Programming Concepts ,SDF-129,SDF-129-03,Tier 1,SD-02-03
[10 Core-Tier1 hours],Simple I/O including file I/O,SDF,Software Development Fundamentals,Fundamental Programming Concepts ,SDF-129,SDF-129-04,Tier 1,SD-02-04
[10 Core-Tier1 hours],Conditional and iterative control structures,SDF,Software Development Fundamentals,Fundamental Programming Concepts ,SDF-129,SDF-129-05,Tier 1,SD-02-05
[10 Core-Tier1 hours],Functions and parameter passing,SDF,Software Development Fundamentals,Fundamental Programming Concepts ,SDF-129,SDF-129-06,Tier 1,SD-02-06
[10 Core-Tier1 hours],The concept of recursion,SDF,Software Development Fundamentals,Fundamental Programming Concepts ,SDF-129,SDF-129-07,Tier 1,SD-02-07
[12 Core-Tier1 hours],Arrays,SDF,Software Development Fundamentals,Fundamental Data Structures ,SDF-130,SDF-130-01,Tier 1,SD-03-01
[12 Core-Tier1 hours],Records/structs (heterogeneous aggregates),SDF,Software Development Fundamentals,Fundamental Data Structures ,SDF-130,SDF-130-02,Tier 1,SD-03-02
[12 Core-Tier1 hours],Strings and string processing,SDF,Software Development Fundamentals,Fundamental Data Structures ,SDF-130,SDF-130-03,Tier 1,SD-03-03
[12 Core-Tier1 hours],Abstract data types and their implementation,SDF,Software Development Fundamentals,Fundamental Data Structures ,SDF-130,SDF-130-04,Tier 1,SD-03-04
[12 Core-Tier1 hours],References and aliasing,SDF,Software Development Fundamentals,Fundamental Data Structures ,SDF-130,SDF-130-05,Tier 1,SD-03-05
[12 Core-Tier1 hours],Linked lists,SDF,Software Development Fundamentals,Fundamental Data Structures ,SDF-130,SDF-130-06,Tier 1,SD-03-06
[12 Core-Tier1 hours],Strategies for choosing the appropriatedata structure,SDF,Software Development Fundamentals,Fundamental Data Structures ,SDF-130,SDF-130-07,Tier 1,SD-03-07
[10Core-Tier1 hours],Program comprehension,SDF,Software Development Fundamentals,Development Methods ,SDF-131,SDF-131-01,Tier 1,SD-04-01
[10Core-Tier1 hours],Program correctness,SDF,Software Development Fundamentals,Development Methods ,SDF-131,SDF-131-02,Tier 1,SD-04-02
[10Core-Tier1 hours],Simple refactoring,SDF,Software Development Fundamentals,Development Methods ,SDF-131,SDF-131-03,Tier 1,SD-04-03
[10Core-Tier1 hours],Modern programming environments,SDF,Software Development Fundamentals,Development Methods ,SDF-131,SDF-131-04,Tier 1,SD-04-04
[10Core-Tier1 hours],Debugging strategies,SDF,Software Development Fundamentals,Development Methods ,SDF-131,SDF-131-05,Tier 1,SD-04-05
[10Core-Tier1 hours],Documentation and program style,SDF,Software Development Fundamentals,Development Methods ,SDF-131,SDF-131-06,Tier 1,SD-04-06
[2 Core-Tier1 hours; 1 Core-Tier2 hour],"Systems level considerations, i.e., the interaction of software with its intended environment (cross-",SE,Software Engineering,Software Processes ,SE-132,SE-132-01,Tier 1,SE-01-01
[2 Core-Tier1 hours; 1 Core-Tier2 hour],"Introduction to software process models (e.g., waterfall, incremental, agile)",SE,Software Engineering,Software Processes ,SE-132,SE-132-02,Tier 1,SE-01-02
[2 Core-Tier1 hours; 1 Core-Tier2 hour],Programming in the large vs. individual programming,SE,Software Engineering,Software Processes ,SE-132,SE-132-03,Tier 1,SE-01-03
[2 Core-Tier1 hours; 1 Core-Tier2 hour],Evaluation of software process models,SE,Software Engineering,Software Processes ,SE-132,SE-132-04,Tier 2,SE-01-04
[2 Core-Tier1 hours; 1 Core-Tier2 hour],Software quality concepts,SE,Software Engineering,Software Processes ,SE-132,SE-132-05,Elective,SE-01-05
[2 Core-Tier1 hours; 1 Core-Tier2 hour],Process improvement,SE,Software Engineering,Software Processes ,SE-132,SE-132-06,Elective,SE-01-06
